tweet_id,text,intent,escalate,escalation_reason,gold_intent,gold_escalate,gold_reason
463342,@115850 disappoint from u Amazon😞😞u have to shre the trainofcard contest point we have to see our collected point &amp; winners point cheater,App / Device / Technical,NO,,Order & Delivery,NO,
1143445,@AmazonHelp  i just re joined prime by accident if i cancel do i get full re fund,Prime Membership & Benefits,NO,,Returns & Refunds,NO,
2671141,"@752196 Bhai @AmazonHelp @117795 @115821 is charging money for no reason, though I hv the prime membership valid for a year",Prime Membership & Benefits,NO,,Payment & Amazon Pay,YES,unauthorized money deduction
2113717,@AmazonHelp Something is wrong with the girl friend experience on Prince video. Season 2 is not listed correctly. I was watching it day before yesterday but it seems broken. https://t.co/g7ZKfGMMC3,Prime Video / Streaming,NO,,Prime Video / Streaming,NO,
487687,"Mieux vaut tard que jamais... Commandé dimanche avec #AmazonPrime, reçu vendredi avec @22475! Cc @AmazonHelp https://t.co/9dEgzWNUVN",Prime Membership & Benefits,NO,,Order & Delivery,NO,
2509270,"@AmazonHelp It's okay now, I've solved it. But as a recommendation, if something happens that changes an order's status etc, a visible and obvious notification or email would be appreciated as opposed to me having to find out by scrolling through my orders.",App / Device / Technical,NO,,Order & Delivery,NO,
2689329,"@115821 qui supprime ma commande comme ça, heu... Comment dire...",Prime Membership & Benefits,NO,,Order & Delivery,YES,Order was cancelled unexpectedly
2473370,@AmazonHelp  hey amazon i despratly need your help i cant get on to my account as its asking for a verification code but i no longer have that number this has been a ongoing issue for 3 weeks now plz help ive waisted 3 weeks of paying prime,Payment & Amazon Pay,NO,,Account & Security,YES,requesting human assistance
785805,"@AmazonHelp my account __email__ is locked for unknown reasons, &amp; i didnt get any emails for unlocking it. please help",Account & Security,NO,,Account & Security,NO,
2369672,"@AmazonHelp Yes - several times, as you'll see on all my other posts I've also held on for over an hour on one occasion - only to be told it will get escalated and yet it never does and nobody comes back to me! Today I was told to simply email again?? How is this fair?",Order & Delivery,NO,,Account & Security,NO,
2437713,@AmazonHelp do you want me to switch over to @118702 . COD is available for same address for other users but not for me.is this prime mean https://t.co/6MrFa9CRPE,Prime Membership & Benefits,NO,,Prime Membership & Benefits,NO,
1351740,"@115821 wost ever service, fake commitment towards customer. Don't come with sale if you cannot serve normally. Learn from @118702",Product Problems,YES,Potential counterfeit product,Order & Delivery,NO,
378507,@AmazonHelp It was a kindle book I accidentally purchased with 1-click.,App / Device / Technical,NO,,App / Device / Technical,NO,
1718704,@AmazonHelp 408-7381410-8288305 refund not yet given amazon must pay panality as 5 days passed for amount ₹699,Returns & Refunds,NO,,Returns & Refunds,NO,
364682,@AmazonHelp Hmmm deleted the order number details . did retry the payment and it went through for all the items instead of individual payments,Payment & Amazon Pay,NO,,Payment & Amazon Pay,NO,
980103,"@14045 @115850

No Cashback on Order ID 405-5491973-6941950
#FakeOffer #Fakepromotions  #Timewaste 
@115851",Product Problems,YES,Potential counterfeit product,Order & Delivery,NO,
2636906,@116618 app is really terrible in coming back from background,App / Device / Technical,NO,,App / Device / Technical,NO,
2631407,"So glad @115821 delivered #UltraMoon so I can play toni - what. Delivered an empty box, @AmazonHelp. Very. Disappointed. https://t.co/nQPK2A129s",Order & Delivery,NO,,Product Problems,NO,
790210,"@AmazonHelp me hicieron un cobro de 400 y algo, me imagino que es de prime, es cobro unico?",Prime Membership & Benefits,NO,,Prime Membership & Benefits,YES,Reason: Unrecognized or unexpected Prime charge
230168,@AmazonHelp Personally returned the product. Now refund. https://t.co/sBnUbXXE29,Returns & Refunds,NO,,Returns & Refunds,NO,
440374,@AmazonHelp Pl innitiate the return,Returns & Refunds,NO,,Returns & Refunds,NO,
179173,@AmazonHelp See d awb num 111.Wat ajoke.placed this order on 23 sep.till now I haven't rcved.fake seller.Fake order https://t.co/2s5nnOuoxy is stucked. https://t.co/jIryATmdn2,Product Problems,YES,Potential counterfeit product,Product Problems,NO,
982522,@119625 why so screwed up subtitles on streaming. https://t.co/vS7y8JMRbB,Prime Video / Streaming,NO,,Prime Video / Streaming,NO,
243168,@173744 I wish I got a reminder about £39 being taken out of my account nearly cried when I saw it 😢😅 #Poor,Account & Security,NO,,Account & Security,YES,unauthorized money deduction
1423011,@AmazonHelp Thank god :D like i have no issue watching arnie movies in german.. But you know.. Sometimes you just need that arnie voice xD,Prime Video / Streaming,NO,,Prime Video / Streaming,NO,
2539041,"@AmazonHelp Haa haa keep ur timeline with u 
Happyly deleted Amazon account 
PEACE 
U lost a valuable costumer https://t.co/7JgCZjepGn",Account & Security,NO,,Order & Delivery,NO,
64070,@AmazonHelp It’s a looooong story. It just feels like Amazon could be doing simpler things to help Prime members but instead offers things that just add to the frustration. My specific issue tonight won’t fit in 280 characters. If you want to DM or call me I’d love to discuss.,Prime Membership & Benefits,NO,,Prime Membership & Benefits,NO,
1772973,@AmazonHelp true or false I can only download episode 1 (on my phone) of Transparent? 😐,Prime Video / Streaming,NO,,Prime Video / Streaming,NO,
1594616,@AmazonHelp Apparently I missed an email from the provider requesting info?  Anyway Monica is very helpful and is still able to get someone out today!,App / Device / Technical,NO,,Account & Security,NO,
2813542,"OK @115821 what's up with your delivery? Three times in the last month you ""guaranteed delivery by [date]"" yet failed to deliver by that date. Never missed a delivery date before now. What's changed?",Order & Delivery,NO,,Order & Delivery,YES,unresolved or repeated issue
866108,"@AmazonHelp @115850 
Please see the both screenshot please explain why the pick-up has not happened yet..Do the needful at the earliest https://t.co/LuyTCEI1st",App / Device / Technical,NO,,Order & Delivery,NO,
2663815,"Things I am thankful for on grading day:
- My Chromecast that lets me stream happy music to my TV.
- Amazon Prime Now when I realize I forgot to go to the store to get food, and I find myself in need of a stapler.
- This one, for providing adorable company. https://t.co/dBZSdXYDQJ",Prime Membership & Benefits,NO,,Account & Security,NO,
835822,@119625 I download one movie but language not in hindi https://t.co/wlh1JLQ5Ra,Prime Video / Streaming,NO,,Prime Video / Streaming,NO,
1384275,@AmazonHelp UK order for SMO is it actually going to arrive today or I'm just going to cancel it. Ordered Thursday. Prime member. https://t.co/uaU3mxEb1s,Order & Delivery,NO,,Order & Delivery,NO,
317253,@AmazonHelp No email. Usually login with thumbprint but get an error message then went on actual website and I can’t login using password either,Account & Security,NO,,Account & Security,YES,unresolved or repeated issue
227145,Kindle入れなきゃだめなのか,App / Device / Technical,NO,,App / Device / Technical,NO,
1478809,@119625 hey @115850 I watched the complete episode of #LostInOz first season. it was fantastic amazon original. plz bring season 2🎃,Prime Video / Streaming,NO,,Prime Video / Streaming,NO,
